AECOM Technology Corp,ACM,12-Nov-2013,B,0.8,Add
Ambient Corp,AMBT,14-Nov-2013,U,N/A,Add
Birks Group Inc,BGI,14-Nov-2013,U,N/A,Add
Bovie Medical Corp,BVX,14-Nov-2013,U,N/A,Add
CCR Logistics Systems AG,CCR.F,14-Nov-2013,U,N/A,Add
Carphone Warehouse Group PLC,CPW.L,14-Nov-2013,U,N/A,Add
Charles Stanley Group PLC,CAY.L,14-Nov-2013,U,N/A,Add
Constellium NV,CSTM,14-Nov-2013,U,N/A,Add
Corgenix Medical Corp,CONX,14-Nov-2013,U,N/A,Add
Dynatronics Corp,DYNT,14-Nov-2013,U,N/A,Add
Electrocomponents PLC,ECM.L,14-Nov-2013,U,N/A,Add
Emerge Energy Services LP,EMES,14-Nov-2013,U,0.61,Add
Euromoney Institutional Investor PLC,ERM.L,14-Nov-2013,U,N/A,Add
GELSENWASSER AG,WWG.F,14-Nov-2013,U,N/A,Add
HKN Inc,HKNI,14-Nov-2013,U,N/A,Add
Horizonte Minerals PLC,HZM.L,14-Nov-2013,U,N/A,Add
IKB Deutsche Industriebank AG,IKB.F,14-Nov-2013,U,N/A,Add
Intelligent Systems Corp,INS,14-Nov-2013,U,N/A,Add
Investors Capital Holdings Ltd,ICH,14-Nov-2013,U,N/A,Add
James Hardie Industries PLC,JHX,14-Nov-2013,U,0.53,Add
Knightsbridge Tankers Ltd,VLCCF,14-Nov-2013,U,0.06,Add
MGT Capital Investments Inc,MGT,14-Nov-2013,U,N/A,Add
Manchester United PLC,MANU,14-Nov-2013,U,4,Add
Maternus Kliniken AG,MAK.F,14-Nov-2013,U,N/A,Add
Minerales y Productos Derivados SA,MYD,14-Nov-2013,U,N/A,Add
New Concept Energy Inc,GBR,14-Nov-2013,U,N/A,Add
Nordstrom Inc,JWN,14-Nov-2013,U,0.66,Add
OpSec Security Group PLC,OSG.L,14-Nov-2013,U,N/A,Add
Opti Inc,OPTI,14-Nov-2013,U,N/A,Add
P&I Personal & Informatik AG,PUI.F,14-Nov-2013,U,N/A,Add
Pointer Telocation Ltd,PNTR,14-Nov-2013,U,N/A,Add
Professional Diversity Network Inc,IPDN,14-Nov-2013,U,-0.04,Add
Qualstar Corp,QBAK,14-Nov-2013,U,N/A,Add
Real Good Food Company PLC,RGD.L,14-Nov-2013,U,N/A,Add
Sagicor Financial Corp,SFI.L,14-Nov-2013,U,N/A,Add
Shengtai Pharmaceutical Inc,SGTI,14-Nov-2013,U,N/A,Add
Splendid Medien AG,SPM.F,14-Nov-2013,U,N/A,Add
Volex PLC,VLX.L,14-Nov-2013,U,N/A,Add
Vycor Medical Inc,VYCO,14-Nov-2013,U,N/A,Add
WMF AG,WMF.F,14-Nov-2013,U,N/A,Add
WS Atkins PLC,ATK.L,14-Nov-2013,U,N/A,Add
Williams-Sonoma Inc,WSM,14-Nov-2013,U,0.55,Add
Maximus Inc,MMS,15-Nov-2013,D,0.5,Add
Vedanta Resources PLC,VED.L,15-Nov-2013,D,N/A,Add
Key Technology Inc,KTEC,15-Nov-2013,A,0.1,Add
Albis Leasing AG,ALG.F,15-Nov-2013,U,N/A,Add
Bien Zenker AG,BIE.F,15-Nov-2013,U,N/A,Add
Castings PLC,CGS.L,15-Nov-2013,U,N/A,Add
Charm Communications Inc,CHRM,15-Nov-2013,U,0.09,Add
Children's Place Retail Stores Inc,PLCE,15-Nov-2013,U,1.86,Add
China Pharma Holdings Inc,CPHI,15-Nov-2013,U,N/A,Add
China Precision Steel Inc,CPSL,15-Nov-2013,U,N/A,Add
DS Healthcare Group Inc,DSKX,15-Nov-2013,U,-0.02,Add
ECA Marcellus Trust I,ECT,15-Nov-2013,U,N/A,Add
Lechwerke AG,LEC.F,15-Nov-2013,U,N/A,Add
Medisana AG,MHH.F,15-Nov-2013,U,N/A,Add
Northern Financial Corp,NFC.V,15-Nov-2013,U,N/A,Add
Owens & Minor Inc,OMI,15-Nov-2013,U,0.47,Add
Phoenix Companies Inc,PNX,15-Nov-2013,U,2.45,Add
Pure Cycle Corp,PCYO,15-Nov-2013,U,-0.04,Add
QC Holdings Inc,QCCO,15-Nov-2013,U,N/A,Add
Record PLC,REC.L,15-Nov-2013,U,N/A,Add
Viaspace Inc,VSPC,15-Nov-2013,U,N/A,Add
Xcite Energy Ltd,XEL.L,15-Nov-2013,U,-0.24,Add
AutoNavi Holdings Ltd,AMAP,19-Nov-2013,B,0,Add
Big Yellow Group PLC,BYG.L,19-Nov-2013,B,N/A,Add
CML Microsystems Plc,CML.L,19-Nov-2013,B,N/A,Add
Country Style Cooking Restaurant Chain Co Ltd,CCSC,19-Nov-2013,B,N/A,Add
Daktronics Inc,DAKT,19-Nov-2013,B,0.21,Add
Diana Shipping Inc,DSX,19-Nov-2013,B,-0.06,Add
Eckoh PLC,ECK.L,19-Nov-2013,B,N/A,Add
Enterprise Inns PLC,ETI.L,19-Nov-2013,B,N/A,Add
Entertainment One Ltd,ETO.L,19-Nov-2013,B,N/A,Add
Home Depot Inc,HD,19-Nov-2013,B,0.89,Add
LightInTheBox Holding Co Ltd,LITB,19-Nov-2013,B,0.06,Add
Medtronic Inc,MDT,19-Nov-2013,B,0.9,Add
Qiwi PLC,QIWI,19-Nov-2013,B,0.25,Add
SemiLEDs Corp,LEDS,19-Nov-2013,B,-0.27,Add
TJX Companies Inc,TJX,19-Nov-2013,B,0.74,Add
The Valspar Corp,VAL,19-Nov-2013,B,0.92,Add
Trina Solar Ltd,TSL,19-Nov-2013,B,-0.14,Add
Vectura Group PLC,VEC.L,19-Nov-2013,B,N/A,Add
Campbell Soup Co,CPB,19-Nov-2013,D,0.87,Add
easyJet plc,EZJ.L,19-Nov-2013,D,N/A,Add
China Digital TV Holding Co Ltd,STV,19-Nov-2013,A,N/A,Add
Gladstone Capital Corp,GLAD,19-Nov-2013,A,0.21,Add
La-Z-Boy In,LZB,19-Nov-2013,A,0.26,Add
Model N Inc,MODN,19-Nov-2013,A,0.03,Add
Oculus Innovative Sciences Inc,OCLS,19-Nov-2013,A,-0.15,Add
Xueda Education Group,XUE,19-Nov-2013,A,-0.01,Add
eFuture Information Technology Inc,EFUT,19-Nov-2013,A,N/A,Add
Best Buy Co Inc,BBY,19-Nov-2013,U,0.1,Add
Carclo PLC,CAR.L,19-Nov-2013,U,N/A,Add
Chinanet Online Holdings Inc,CNET,19-Nov-2013,U,N/A,Add
Gravity Co Ltd,GRVY,19-Nov-2013,U,N/A,Add
VisionChina Media Inc,VISN,19-Nov-2013,U,N/A,Add
ADT Corp,ADT,20-Nov-2013,B,0.46,Add
China Ming Yang Wind Power Group Ltd,MY,20-Nov-2013,B,N/A,Add
China Zenix Auto International Ltd,ZX,20-Nov-2013,B,N/A,Add
Deere & Co,DE,20-Nov-2013,B,1.89,Add
J C Penney Company Inc,JCP,20-Nov-2013,B,-1.75,Add
J. M. Smucker Co,SJM,20-Nov-2013,B,1.6,Add
Lowe's Companies Inc,LOW,20-Nov-2013,B,0.48,Add
Staples Inc,SPLS,20-Nov-2013,B,0.42,Add
Planar Systems Inc,PLNR,20-Nov-2013,D,0.03,Add
Bazaarvoice Inc,BV,20-Nov-2013,A,-0.07,Add
China Distance Education Holdings Ltd,DL,20-Nov-2013,A,0.22,Add
Green Mountain Coffee Roasters Inc,GMCR,20-Nov-2013,A,0.75,Add
Jack In The Box Inc,JACK,20-Nov-2013,A,0.39,Add
Jiayuan.com International Ltd,DATE,20-Nov-2013,A,0.09,Add
KongZhong Corp,KONG,20-Nov-2013,A,0.02,Add
L Brands Inc,LTD,20-Nov-2013,A,0.27,Add
Noah Education Holdings Ltd,NED,20-Nov-2013,A,N/A,Add
SGOCO Group Ltd,SGOC,20-Nov-2013,A,N/A,Add
ValueVision Media  Inc.,VVTV,20-Nov-2013,A,-0.04,Add
Cementos Molins SA,CMO,20-Nov-2013,U,N/A,Add
Cortex Business Solutions Inc,CBX.V,20-Nov-2013,U,-0.01,Add
Hyder Consulting PLC,HYC.L,20-Nov-2013,U,N/A,Add
UK Mail Group PLC,UKM.L,20-Nov-2013,U,N/A,Add
WesternZagros Resources Ltd,WZR.V,20-Nov-2013,U,-0.01,Add
Worldwide Healthcare Trust PLC,WWH.L,20-Nov-2013,U,N/A,Add
Abercrombie & Fitch Co,ANF,21-Nov-2013,B,0.44,Add
Bon-Ton Stores Inc,BONT,21-Nov-2013,B,-0.26,Add
Brady Corp,BRC,21-Nov-2013,B,0.48,Add
Buckle Inc,BKE,21-Nov-2013,B,0.89,Add
Cato Corp,CATO,21-Nov-2013,B,0.14,Add
Courier Corp,CRRC,21-Nov-2013,B,N/A,Add
Cyberonics Inc,CYBX,21-Nov-2013,B,0.48,Add
Donaldson Co Inc,DCI,21-Nov-2013,B,0.39,Add
Edap Tms SA,EDAP,21-Nov-2013,B,-0.06,Add
GameStop Corp,GME,21-Nov-2013,B,0.57,Add
Hansa Trust PLC,HAN.L,21-Nov-2013,B,N/A,Add
Kirkland's Inc,KIRK,21-Nov-2013,B,0.02,Add
Liquidity Services Inc,LQDT,21-Nov-2013,B,0.45,Add
Pactera Technology International Ltd,PACT,21-Nov-2013,B,0.17,Add
Patterson Companies Inc,PDCO,21-Nov-2013,B,0.48,Add
PayPoint PLC,PAY.L,21-Nov-2013,B,N/A,Add
Raven Industries Inc,RAVN,21-Nov-2013,B,0.31,Add
Sears Holdings Corp,SHLD,21-Nov-2013,B,-3.13,Add
Spectrum Brands Holdings Inc,SPB,21-Nov-2013,B,0.87,Add
Stage Stores Inc,SSI,21-Nov-2013,B,-0.26,Add
Stein Mart Inc,SMRT,21-Nov-2013,B,-0.01,Add
Taomee Holdings Ltd,TAOM,21-Nov-2013,B,0.02,Add
Target Corp,TGT,21-Nov-2013,B,0.63,Add
UDG Healthcare PLC,UDG.L,21-Nov-2013,B,N/A,Add
Gap Inc,GPS,21-Nov-2013,D,0.66,Add
SABMiller PLC,SAB.L,21-Nov-2013,D,N/A,Add
Aruba Networks Inc,ARUN,21-Nov-2013,A,0.14,Add
Autodesk Inc,ADSK,21-Nov-2013,A,0.39,Add
Berry Plastics Group Inc,BERY,21-Nov-2013,A,0.24,Add
Bluephoenix Solutions Ltd,BPHX,21-Nov-2013,A,N/A,Add
CNinsure Inc,CISG,21-Nov-2013,A,N/A,Add
Fresh Market Inc,TFM,21-Nov-2013,A,0.26,Add
Geospace Technologies Corp,GEOS,21-Nov-2013,A,1.05,Add
Intuit Inc,INTU,21-Nov-2013,A,-0.09,Add
Marvell Technology Group Ltd,MRVL,21-Nov-2013,A,0.25,Add
Mentor Graphics Corp,MENT,21-Nov-2013,A,0.19,Add
Natural Grocers By Vitamin Cottage Inc,NGVC,21-Nov-2013,A,0.11,Add
Pandora Media Inc,P,21-Nov-2013,A,0.06,Add
Peapack-Gladstone Financial Corp,PGC,21-Nov-2013,A,N/A,Add
Ross Stores Inc,ROST,21-Nov-2013,A,0.8,Add
Splunk Inc,SPLK,21-Nov-2013,A,-0.01,Add
Textura Corp,TXTR,21-Nov-2013,A,-0.18,Add
Wesco Aircraft Holdings Inc,WAIR,21-Nov-2013,A,0.32,Add
dELiAs Inc,DLIA,21-Nov-2013,A,N/A,Add
Accsys Technologies PLC,AXS.L,21-Nov-2013,U,N/A,Add
Ceres Inc,CERE,21-Nov-2013,U,-0.32,Add
Dart Group PLC,DTG.L,21-Nov-2013,U,N/A,Add
Destination Maternity Corp,DEST,21-Nov-2013,U,0.41,Add
Digital Barriers PLC,DGB.L,21-Nov-2013,U,N/A,Add
Dollar Tree Inc,DLTR,21-Nov-2013,U,0.6,Add
Enteq Upstream PLC,NTQ.L,21-Nov-2013,U,N/A,Add
IXICO PLC,IXI.L,21-Nov-2013,U,N/A,Add
Intermediate Capital Group PLC,ICP.L,21-Nov-2013,U,N/A,Add
Mothercare PLC,MTC.L,21-Nov-2013,U,N/A,Add
National Grid PLC,NG.L,21-Nov-2013,U,N/A,Add
Qinetiq Group PLC,QQ.L,21-Nov-2013,U,N/A,Add
Ridgeline Energy Services Inc,RDX.V,21-Nov-2013,U,N/A,Add
TR Property Investment Trust PLC,TRY.L,21-Nov-2013,U,N/A,Add
ANN Inc,ANN,22-Nov-2013,B,0.87,Add
Destination XL Group Inc,DXLG,22-Nov-2013,B,-0.09,Add
Enanta Pharmaceuticals Inc,ENTA,22-Nov-2013,B,-0.29,Add
Foot Locker Inc,FL,22-Nov-2013,B,0.66,Add
Hibbett Sports Inc,HIBB,22-Nov-2013,B,0.65,Add
Sirona Dental Systems Inc,SIRO,22-Nov-2013,B,0.8,Add
Adams PLC,ADA.L,22-Nov-2013,U,N/A,Add
Cracker Barrel Old Country Store Inc,CBRL,22-Nov-2013,U,1.15,Add
GW Pharmaceuticals PLC,GWP.L,22-Nov-2013,U,N/A,Add
PetSmart Inc,PETM,22-Nov-2013,U,0.86,Add
Qihoo 360 Technology Co Ltd,QIHU,22-Nov-2013,U,0.37,Add
Barnes & Noble Inc,BKS,26-Nov-2013,B,-0.04,Add
Chico's FAS Inc,CHS,26-Nov-2013,B,0.25,Add
China Nepstar Chain Drugstore Ltd,NPD,26-Nov-2013,B,N/A,Add
Citi Trends Inc,CTRN,26-Nov-2013,B,-0.18,Add
Hormel Foods Corp,HRL,26-Nov-2013,B,0.54,Add
LTX-Credence Corp,LTXC,26-Nov-2013,B,-0.12,Add
Laclede Group Inc,LG,26-Nov-2013,B,-0.07,Add
Mitchells & Butlers PLC,MAB.L,26-Nov-2013,B,N/A,Add
Severfield-Rowen PLC,SFR.L,26-Nov-2013,B,N/A,Add
The Paragon Group of Companies PLC,PAG.L,26-Nov-2013,B,N/A,Add
Tiffany & Co,TIF,26-Nov-2013,B,0.58,Add
VP PLC,VP.L,26-Nov-2013,B,N/A,Add
Zale Corp,ZLC,26-Nov-2013,B,-0.85,Add
Greencore Group PLC,GNC.L,26-Nov-2013,D,N/A,Add
Signet Jewelers Ltd,SIG,26-Nov-2013,D,0.42,Add
Analog Devices Inc,ADI,26-Nov-2013,A,0.58,Add
Hewlett-Packard Co,HPQ,26-Nov-2013,A,1,Add
Infoblox Inc,BLOX,26-Nov-2013,A,0.09,Add
QAD Inc,QADB,26-Nov-2013,A,0.14,Add
Tilly's Inc,TLYS,26-Nov-2013,A,0.21,Add
Acorn International Inc,ATV,26-Nov-2013,U,N/A,Add
Eaton Vance Corp,EV,26-Nov-2013,U,0.59,Add
European Investment Trust PLC,EUT.L,26-Nov-2013,U,N/A,Add
Fred's Inc,FRED,26-Nov-2013,U,0.22,Add
Ossen Innovation Co Ltd,OSN,26-Nov-2013,U,N/A,Add
Severn Trent PLC,SVT.L,26-Nov-2013,U,N/A,Add
Telecom Plus PLC,TEP.L,26-Nov-2013,U,N/A,Add
Templeton Emerging Markets Investment Trust PLC,TEM.L,26-Nov-2013,U,N/A,Add
TiVo Inc,TIVO,26-Nov-2013,U,0.06,Add
Topps Tiles PLC,TPT.L,26-Nov-2013,U,N/A,Add
First Property Group PLC,FPO.L,27-Nov-2013,B,N/A,Add
Immunodiagnostic Systems Holdings PLC,IDH.L,27-Nov-2013,B,N/A,Add
Omega Diagnostics Group PLC,ODX.L,27-Nov-2013,B,N/A,Add
Shaftesbury PLC,SHB.L,27-Nov-2013,B,N/A,Add
Hogg Robinson Group PLC,HRG.L,27-Nov-2013,D,N/A,Add
Berkeley Mineral Resources PLC,BMR.L,27-Nov-2013,U,N/A,Add
China Metro-Rural Holdings Ltd,CNR,27-Nov-2013,U,N/A,Add
Compass Group PLC,CPG.L,27-Nov-2013,U,N/A,Add
Daqo New Energy Corp,DQ,27-Nov-2013,U,N/A,Add
Findel PLC,FDL.L,27-Nov-2013,U,N/A,Add
Magal Security Systems Ltd,MAGS,27-Nov-2013,U,N/A,Add
Perpetual Income and Growth Investment Trust PLC,PLI.L,27-Nov-2013,U,N/A,Add
Telford Homes PLC,TEF.L,27-Nov-2013,U,N/A,Add
United Utilities Group PLC,UU.L,27-Nov-2013,U,N/A,Add
Creston PLC,CRE.L,28-Nov-2013,B,N/A,Add
Impax Asset Management Group PLC,IPX.L,28-Nov-2013,B,N/A,Add
Londonmetric Property PLC,LMP.L,28-Nov-2013,B,N/A,Add
Pennon Group PLC,PNN.L,28-Nov-2013,B,N/A,Add
Phoenix IT Group PLC,PNX.L,28-Nov-2013,B,N/A,Add
RPC Group PLC,RPC.L,28-Nov-2013,B,N/A,Add
BOS Better Online Solutions Ltd,BOSC,28-Nov-2013,U,N/A,Add
Cor&Fja AG,FJH.F,28-Nov-2013,U,N/A,Add
F&C Capital and Income Investment Trust PLC,FCI.L,28-Nov-2013,U,N/A,Add
Newriver Retail Ltd,NRR.L,28-Nov-2013,U,N/A,Add
Personal Assets Trust PLC,PNL.L,28-Nov-2013,U,N/A,Add
Standard Life European Private Equity Trust PLC,SEP.L,28-Nov-2013,U,N/A,Add
Thomas Cook Group PLC,TCG.L,28-Nov-2013,U,N/A,Add
Acal PLC,ACL.L,29-Nov-2013,B,N/A,Add
Capital Stage AG,CAP.F,29-Nov-2013,U,N/A,Add
Karelian Diamond Resources PLC,KDR.L,29-Nov-2013,U,N/A,Add
LS Telcom AG,LSX.F,29-Nov-2013,U,N/A,Add
Max Property Group PLC,MAX.L,29-Nov-2013,U,N/A,Add
Betfair Group PLC,BET.L,3-Dec-2013,B,N/A,Add
Gooch & Housego PLC,GHH.L,3-Dec-2013,B,N/A,Add
Northgate PLC,NTG.L,3-Dec-2013,B,N/A,Add
Bob Evans Farms Inc,BOBE,3-Dec-2013,A,0.56,Add
Golub Capital BDC Inc,GBDC,3-Dec-2013,A,0.33,Add
OmniVision Technologies Inc,OVTI,3-Dec-2013,A,0.43,Add
API Group PLC,API.L,3-Dec-2013,U,N/A,Add
Anite PLC,AIE.L,3-Dec-2013,U,N/A,Add
Ascena Retail Group Inc,ASNA,3-Dec-2013,U,0.32,Add
Character Group PLC,CCT.L,3-Dec-2013,U,N/A,Add
Daisy Group PLC,DAY.L,3-Dec-2013,U,N/A,Add
Greene King PLC,GNK.L,3-Dec-2013,U,N/A,Add
Guidewire Software Inc,GWRE,3-Dec-2013,U,-0.16,Add
ITE Group PLC,ITE.L,3-Dec-2013,U,N/A,Add
Park Group PLC,PKG.L,3-Dec-2013,U,N/A,Add
Sweett Group PLC,CSG.L,3-Dec-2013,U,N/A,Add
Universal Technical Institute Inc,UTI,3-Dec-2013,U,0.09,Add
International Greetings PLC,IGR.L,4-Dec-2013,B,N/A,Add
Polar Capital Technology Trust PLC,PCT.L,4-Dec-2013,B,N/A,Add
Science in Sport PLC,SIS.L,4-Dec-2013,B,N/A,Add
Aeropostale Inc,ARO,4-Dec-2013,A,-0.24,Add
Brewin Dolphin Holdings PLC,BRW.L,4-Dec-2013,U,N/A,Add
Ku6 Media Co.  Ltd.,KUTV,4-Dec-2013,U,N/A,Add
Numis Corporation PLC,NUM.L,4-Dec-2013,U,N/A,Add
The Local Shopping Reit PLC,LSR.L,4-Dec-2013,U,N/A,Add
The Sage Group PLC,SGE.L,4-Dec-2013,U,N/A,Add
Caretech Holdings PLC,CTH.L,5-Dec-2013,B,N/A,Add
Francesca's Holdings Corp,FRAN,5-Dec-2013,B,0.2,Add
Landstar System Inc,LSTR,5-Dec-2013,B,0.66,Add
OMG PLC,OMG.L,5-Dec-2013,B,N/A,Add
Toro Co,TTC,5-Dec-2013,B,0.03,Add
Cooper Companies Inc,COO,5-Dec-2013,D,1.8,Add
Casella Waste Systems Inc,CWST,5-Dec-2013,A,-0.01,Add
Veeva Systems Inc,VEEV,5-Dec-2013,A,N/A,Add
Vitesse Semiconductor Corp,VTSS,5-Dec-2013,A,-0.09,Add
Zumiez Inc,ZUMZ,5-Dec-2013,A,0.46,Add
Alico Inc,ALCO,5-Dec-2013,U,0.73,Add
Christopher & Banks Corp,CBK,5-Dec-2013,U,0.12,Add
EMCORE Corp,EMKR,5-Dec-2013,U,-0.07,Add
Finisar Corp,FNSR,5-Dec-2013,U,0.39,Add
Hooker Furniture Corp,HOFT,5-Dec-2013,U,0.2,Add
Kroger Co,KR,5-Dec-2013,U,0.53,Add
Mulberry Group PLC,MUL.L,5-Dec-2013,U,N/A,Add
Pacific Sunwear Of California Inc,PSUN,5-Dec-2013,U,-0.05,Add
UTi Worldwide Inc,UTIW,5-Dec-2013,U,0.09,Add
Ulta Salon Cosmetics and Fragrance Inc,ULTA,5-Dec-2013,U,0.74,Add
Zytronic PLC,ZYT.L,5-Dec-2013,U,N/A,Add
American Eagle Outfitters Inc,AEO,6-Dec-2013,B,0.18,Add
Oil-Dri Corporation of America,ODC,6-Dec-2013,A,N/A,Add
Berkeley Group Holdings PLC,BKG.L,6-Dec-2013,U,N/A,Add
Johnson Outdoors Inc,JOUT,6-Dec-2013,U,-0.09,Add
MedicX Fund Ltd,MXF.L,6-Dec-2013,U,N/A,Add
